AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r,AU26_r,Group
0.6423683334348047,0.2862906987654321,0.7475082874344664,0.2571843212920683,0.19013282983257232,0.36918117473363776,0.30294384512092004,0.37016848648740064,0.6258160063588704,0.17340017588364623,0.5209257127346524,0.5082106230678166,1.2930119941146625,0.06303711408760358,Female
0.6764019328847771,0.39702644373423046,0.37218133490328004,0.34452522203532376,0.1668963693019344,0.42042380487804876,0.25494818116063916,0.2900253811606392,0.42691557132043734,0.3030109096299411,0.1641151414213625,0.5381771044575273,1.3426082177880572,0.05139176892346509,Female
0.46348669464729647,0.25277068874300807,0.3192229128729024,0.30402549444530763,0.32980177454940957,0.28624561730888753,0.3620873057799876,0.4844800798244251,0.5354622385021752,0.2231317530686762,0.21973232481354876,0.2545421023927905,0.5638195865055935,0.04800206840428838,Female
0.4656023159310054,0.24607354085513428,0.3472878218662364,0.24796131604625254,0.14394930986131918,0.23987202923437442,0.24022335154239174,0.22745429829818295,0.34243155410856285,0.11286430336905996,0.21915312730974607,0.3668390652683339,0.789327863393646,0.145010522185087,Female
0.33281064426711465,0.2278639746745065,0.3477088840823183,0.051694769382612346,0.16964387589248214,0.2193134724905502,0.13436798311633766,0.17604147643847123,0.36368918824023516,0.13764463460730786,0.11627264447711046,0.3555541441831163,1.0759095566148678,0.0742590641747165,Female
0.7603247254069507,0.36885846593988014,0.7835286298935421,0.25046451684338533,0.09279678258272353,0.3365886407953406,0.2413012723956222,0.4071835426364858,0.3789840405137286,0.24042883421159303,0.205208736906108,0.1820331534145457,0.7564328824909863,0.05912923386597828,Female
0.8405918441130299,0.7584306784929356,1.076584754042386,0.22471650094191523,0.09263131357927787,0.4995945124018838,0.1325338481946625,0.21234517276295134,0.39478697370486654,0.1570935610675039,0.14566005906593407,0.3680842751962323,0.8541366350078493,0.033899830690737834,Female
0.39573007591856596,0.13970733303593152,0.23558897489658528,0.03243751289642307,0.06669987058966664,0.1601933970719442,0.0617515294022224,0.160664582853435,0.45242282975099357,0.19530006026441724,0.023420075513018085,0.2596958754967962,0.7535350762024495,0.0709522016384135,Female
0.6924575532855436,0.6618595298287535,1.0578297366387892,0.3145952521306252,0.16090291632815612,0.47675831911589006,0.17319687853444843,0.22374551310234966,0.4691232660294703,0.2581546063321386,0.22227170836320193,0.3065598350457985,1.548590234926324,0.08158742178414974,Female
0.19675609900575217,0.10724824806674031,0.25536065803207497,0.09080546939164223,0.18166301672317245,0.3179019909717725,0.22049817812654757,0.3223828027503714,0.24170853796045866,0.03716050104757914,0.03758420143994515,0.19497969224029563,0.9113642446002058,0.004386590301321855,Female
0.4884246947177755,0.19043899016008226,0.6019696495324816,0.2861557140059725,0.15526499823762668,0.8286826697508201,0.2562765449160425,0.1950860223233955,0.38658646262299895,0.19361787134674696,0.22502591716845352,0.30171052445292995,2.8114089494296763,0.13150265677779407,Female
0.595489426713948,0.3701242120978518,0.413016494398191,0.10016792445266728,0.0923646016034536,0.26920751284818584,0.18643943652996195,0.14652682233528624,0.1975138424298489,0.07198433153458732,0.058667226898961866,0.1698065687634906,1.1785802924761024,0.02996557549593997,Male
0.13259438837425672,0.06735483224788641,0.09583429792484123,0.029404565834715422,0.018630478500060676,0.08655279337405444,0.03926264774887747,0.04907692556935399,0.10778485000606772,0.012307463249868532,0.019886842441648803,0.08869211103919744,0.5712136212531855,0.0013668396504995751,Male
0.6230116563123508,0.3250660425452838,0.5411042546457494,0.2360039869919017,0.1267123899495325,0.34800523396971944,0.1812275931105982,0.13401680501545324,0.3595491792770236,0.12431099196040844,0.1172006673643441,0.21641787633504167,1.2883890137514182,0.06782727901881773,Male
0.5173649397410126,0.25754386372773597,0.3125920999485765,0.10703862147632182,0.25120050904586044,0.217363877845823,0.29950687017904726,0.24012938188957975,0.34937481263148057,0.12404456738815389,0.06553226754242439,0.18848985218082373,0.7046529301575429,0.02313130508157636,Male
0.6693379557967902,0.5010039625522278,0.6554186224764732,0.26008427994064587,0.34974835979538443,0.524915908235386,0.35704068889843416,0.4639342623686985,0.5421386535592956,0.22321658866023666,0.4658817655511734,0.4639651083212933,1.3681339745402006,0.07411338916006091,Male
0.608294370933389,0.42698064096888705,0.4696361723533097,0.2627530104823554,0.10498904155356023,0.48391811906452287,0.1815318655669242,0.22630452069325538,0.40261187082898303,0.14811659465441637,0.1309343768218835,0.24897996095218208,0.8720692056379202,0.14399871488828564,Male
0.6663033388918067,0.18810592625175068,0.20348047702205882,0.08105788659838935,0.07648765970763305,0.23938342266281512,0.10797023700105043,0.1131820406162465,0.19424849842436975,0.0855577856267507,0.08741111103816526,0.2761802903536415,0.7090359513305322,0.03134142756477591,Male
0.663089513818883,0.37022797483170394,0.5681708269341362,0.17511442190724266,0.1541204730557153,0.3504758212509726,0.1961751176888468,0.18282323980920806,0.44080689547038326,0.2759262859172558,0.33834804008660063,0.36721292970467845,1.460858101214438,0.07047550208044383,Male
0.3492744372935414,0.1894667848274291,0.34098929771803926,0.1102788223791624,0.08881441249952537,0.21039905851084026,0.09864191517636785,0.08322162679880016,0.26453100060751034,0.08127804951209326,0.09863533800356913,0.3042861209704978,1.0101612373087292,0.00476803588107985,Male
0.5469973559335929,0.3229103219512195,0.5403049932363189,0.09856478081574092,0.2470632455011273,0.438167331625333,0.25407698290633324,0.3845631111293297,0.5524100161508506,0.1211318618159459,0.17468850469358474,0.5282762605042017,0.9827681849969256,0.13128307804878048,Male
0.5310029182414624,0.3598785446083104,0.6639869905792631,0.11920379459429149,0.29422919172320977,0.3905188047440139,0.46041264963831097,0.3953290425054674,0.5816309578309875,0.15282656030953848,0.23806249279425784,0.3276477242191443,0.7493950771042449,0.024064484270734033,Male
0.488280350531476,0.19482990947920206,0.4227057454739601,0.21491954225112847,0.4994889881570645,0.45000545571033346,0.46867346226277723,0.2522387878464301,0.7618571027034897,0.14172237941076543,0.32637621943406303,0.29221135980197055,1.06542644197447,0.33361639780614477,Male
0.5688676879218133,0.4852039357888705,0.540285199923596,0.12306319782248822,0.11644654829364574,0.40530033538138294,0.16646101473958996,0.16358014545396662,0.2701058131924105,0.15098708980644338,0.18508618785814338,0.29769816611486055,0.9001840709919776,0.05278423965363555,Male
0.6873056097966728,0.3813911138170055,0.5502702411275416,0.25904284741219963,0.250559488077634,0.37727754741219965,0.3055277400184843,0.44125278442698707,0.455091790896488,0.2182718496303142,0.23962252832717193,0.3343781032347505,1.0544767289279111,0.07299111765249539,Male
0.47985536059479555,0.5710155222095129,0.39197837932513585,0.19747511242970164,0.15266089633971977,0.8251648660756838,0.19322274115908875,0.26358183781336386,0.2610766598036412,0.15229364121628064,0.07881156229148795,0.552023917453055,1.6204615959393764,0.09295333333333333,Male
1.1950326085242207,0.6891666923582426,0.6203721084929278,0.2260214835085743,0.3040820843972963,0.5382356264238328,0.3807166630366754,0.5293103787708099,0.6415682672111654,0.3373324277443986,0.3417587207097259,0.5005634156339968,1.5174932189260233,0.07901043650644636,Male
0.22301524594186486,0.13490259942431107,0.1403536005568139,0.05383212584937712,0.11775384881087202,0.38501086301434506,0.15459105771045678,0.16339278147414119,0.14047481087202718,0.11273855903171007,0.17963365350132127,0.1066573458380521,0.892708626604379,0.003398838571158928,Male
0.7025379554566664,0.30039998146548,0.43011606057202106,0.18382864473343125,0.1965783051067139,0.5522269939514387,0.25726284731703103,0.2966841522941329,0.3505080065238054,0.1429557902445347,0.18118648963103776,0.31447040577205565,0.963603981335868,0.05623615207811285,Male
